ID	ipTM	pTM	pLDDT	Blade6-7_contacts	Pass_ipTM
FAP-scFv-12534	N/A	N/A	N/A	0	False
FAP-scFv-13034	N/A	N/A	N/A	0	False
FAP-scFv-6446	N/A	N/A	N/A	0	False
FAP-scFv-1536	N/A	N/A	N/A	0	False
FAP-scFv-4766	N/A	N/A	N/A	0	False
